Timestamp (ms),Timestamp,Speaker,Transcript,Showing （1/0）,Showing referent,Pointing (1/0),Pointing referent,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,1_Pronoun_determiner (1/0),2_Pronoun_replacement (1/0),Pronoun Referent 1,Pronoun Referent 2,Pronoun Referent 3,Pronoun referent 4,Pronoun referent 5,Pronoun referent 6,Pronoun referent 7,Noun & Pronoun in the same utterance (1/0),Whether refer to the same object (1/0),Type of Play,exclude,reason_for_exclusion,general comments,Nouns_Spacy,Pronoun_Spacy,,
5334566,01:28:54.566,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5335858,01:28:55.858,m,kick,1,kick,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5346908,01:29:06.908,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5347588,01:29:07.588,m,bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5351022,01:29:11.22,m,throw,0,,0,,1,throw,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5352756,01:29:12.756,m,you did it,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,throwball,,,,,,0,0,,,,,0,2,,
5362480,01:29:22.480,m,mmhm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5364928,01:29:24.928,m,lam?,0,,0,,1,lam,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5369756,01:29:29.756,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5371320,01:29:31.320,m,trap,0,,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5373564,01:29:33.564,m,Mommy kick it down the hall?,0,,0,,2,mommy,hall,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,1,1,,
5375366,01:29:35.366,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5376862,01:29:36.862,m,you ready?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5379208,01:29:39.208,m,ready for a kick?,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5381554,01:29:41.554,m,boom,1,kick,0,,1,boom,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5383968,01:29:43.968,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5384954,01:29:44.954,m,go get it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5400934,01:30:00.934,m,can Mommy trap it?,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,0,1,,
5402974,01:30:02.974,m,Mommy kick it down the hall?,0,,0,,2,mommy,hall,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,1,1,,
5404572,01:30:04.572,m,better watch out,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5408210,01:30:08.210,m,kick,1,kick,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5408992,01:30:08.992,m,aw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5409604,01:30:09.604,m,every time,0,,0,,1,time,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5410454,01:30:10.454,m,go get it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5419124,01:30:19.124,m,trap,0,,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5420654,01:30:20.654,m,Mommy kick it to you?,0,,0,,1,mommy,,,,,2,it,you,,,,,,0,2,childsballtoy,child,,,,,,1,0,,,,,0,2,,
5422456,01:30:22.456,m,okay go down,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5424088,01:30:24.88,m,go down the hall,0,,0,,1,hall,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5425040,01:30:25.40,m,Mommy will kick it to you,0,,0,,1,mommy,,,,,2,it,you,,,,,,0,2,childsballtoy,child,,,,,,1,0,,,,,0,2,,
5426060,01:30:26.60,m,go down to the other end,0,,0,,1,end,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5433676,01:30:33.676,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5434560,01:30:34.560,m,Mommy's gonna kick it to you,0,,0,,1,mommy,,,,,2,it,you,,,,,,0,2,childsballtoy,child,,,,,,1,0,,,,,1,2,,
5436906,01:30:36.906,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5437314,01:30:37.314,m,here it comes,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5439490,01:30:39.490,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5441598,01:30:41.598,m,kick it back,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5445338,01:30:45.338,m,I'm gonna throw it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,childsballtoy,,,,,,0,0,,,,,0,2,,
5447616,01:30:47.616,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5448398,01:30:48.398,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5449214,01:30:49.214,m,that was a good throw bug,0,,0,,2,throw,bug,,,,1,that,,,,,,,0,1,goodthrow,,,,,,,1,0,,,,,2,1,,
5454722,01:30:54.722,m,kick again?,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5456694,01:30:56.694,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5457884,01:30:57.884,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5458802,01:30:58.802,m,here it comes,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5463018,01:31:03.18,m,is it under the crib?,0,,0,,1,crib,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,1,1,,
5470396,01:31:10.396,m,is it stuck?,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5474612,01:31:14.612,m,there you go bug,0,,0,,1,bug,,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,1,1,,
5483520,01:31:23.520,m,whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5484404,01:31:24.404,m,good throw,0,,0,,1,throw,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5488178,01:31:28.178,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5489368,01:31:29.368,m,again?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5492972,01:31:32.972,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5494332,01:31:34.332,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5497188,01:31:37.188,m,yay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5505178,01:31:45.178,m,are you gonna,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5505586,01:31:45.586,m,you're gonna kick?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5508204,01:31:48.204,m,whooh hooh hooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5509054,01:31:49.54,m,such good kicking,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5510278,01:31:50.278,m,baba,0,,0,,1,baba,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5511706,01:31:51.706,m,oh you are doing so great,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5516024,01:31:56.24,m,trap?,0,,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5517622,01:31:57.622,m,Mommy traps it?,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,0,1,,
5518506,01:31:58.506,m,and then she kicks it?,0,,0,,0,,,,,,2,she,it,,,,,,0,2,mother,childsballtoy,,,,,,0,0,,,,,0,2,,
5521498,01:32:01.498,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5522178,01:32:02.178,m,was that she doing?,0,,0,,0,,,,,,2,that,she,,,,,,0,2,trap,mother,,,,,,0,0,,,,,0,1,,
5524354,01:32:04.354,m,Usher come out of the bathroom,0,,0,,2,usher,bathroom,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5527380,01:32:07.380,m,I got you,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
5529148,01:32:09.148,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5537818,01:32:17.818,m,good kicking,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5540266,01:32:20.266,m,wow haw haw haw haw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5543598,01:32:23.598,m,xxx does really good xxx dribbles,0,,0,,1,dribbles,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5545570,01:32:25.570,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5548800,01:32:28.800,m,trap,0,,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5549650,01:32:29.650,m,Mommy traps it,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,0,1,,
5552268,01:32:32.268,m,trap,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5554478,01:32:34.478,m,Mommy kick it to you?,0,,0,,1,mommy,,,,,2,it,you,,,,,,0,2,childsballtoy,child,,,,,,1,0,,,,,0,2,,
5556246,01:32:36.246,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5558116,01:32:38.116,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5559544,01:32:39.544,m,aw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5571376,01:32:51.376,m,I caught it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,childsballtoy,,,,,,0,0,,,,,0,2,,
5574334,01:32:54.334,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5576136,01:32:56.136,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5576714,01:32:56.714,m,go get it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5582562,01:33:02.562,m,what are you gonna do?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
5584840,01:33:04.840,m,throw it back?,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5585554,01:33:05.554,m,whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5585928,01:33:05.928,m,throw,0,,0,,1,throw,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5586404,01:33:06.404,m,Mommy traps,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5588546,01:33:08.546,m,should I kick it all the way down?,0,,0,,1,way,,,,,2,i,it,,,,,,0,2,mother,childsballtoy,,,,,,1,0,,,,,1,2,,
5592422,01:33:12.422,m,you want me to,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
5593272,01:33:13.272,m,what,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
5594156,01:33:14.156,m,are you doing?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5595516,01:33:15.516,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5597148,01:33:17.148,m,xxx on the hard floor hurts,0,,0,,1,floor,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
5600004,01:33:20.4,m,you should do it on the carpet,0,,0,,1,carpet,,,,,2,you,it,,,,,,0,2,child,kick,,,,,,1,0,,,,,1,2,,
5600922,01:33:20.922,m,if you want to do a xxx,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
5606702,01:33:26.702,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5607280,01:33:27.280,m,kick,1,kick,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5608538,01:33:28.538,m,trap,1,trap,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5615032,01:33:35.32,m,trap,1,trap,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5617004,01:33:37.4,m,you are so wild bug,0,,0,,1,bug,,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,1,1,,
5625912,01:33:45.912,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5629686,01:33:49.686,m,xxx get it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5632576,01:33:52.576,m,Mommy sock came off,0,,0,,2,mommy,sock,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5635738,01:33:55.738,m,sock,0,,0,,1,sock,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5638934,01:33:58.934,m,getting kinda hot,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5640192,01:34:00.192,m,are you hot?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5645700,01:34:05.700,m,this is Mommy's sweater,0,,0,,2,mommy,sweater,,,,1,this,,,,,,,0,1,motherssweater,,,,,,,1,1,,,,,1,1,,
5647162,01:34:07.162,m,you want to put it on?,1,motherssweater,0,,0,,,,,,2,you,,,,,,,0,2,child,motherssweater,,,,,,0,0,,,,,0,2,,
5648760,01:34:08.760,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5649270,01:34:09.270,m,come here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5655050,01:34:15.50,m,arm,0,,0,,1,arm,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5662462,01:34:22.462,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5663278,01:34:23.278,m,now you have Mommy's sweater on,0,,0,,2,mommy,sweater,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
5665556,01:34:25.556,m,nice,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5666916,01:34:26.916,m,you are gonna go look at the mirror?,0,,0,,1,mirror,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
5668514,01:34:28.514,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5668820,01:34:28.820,m,go on,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5670826,01:34:30.826,m,go look at the mirror,0,,0,,1,mirror,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5672322,01:34:32.322,m,you have Mommy's sweater,0,,0,,2,mommy,sweater,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
5703228,01:35:03.228,m,did you take it off?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,motherssweater,,,,,,0,0,,,,,0,2,,
5704996,01:35:04.996,m,do you want it back on?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,motherssweater,,,,,,0,0,,,,,0,2,,
5706968,01:35:06.968,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5707376,01:35:07.376,m,Mommy's on the phone,0,,0,,2,mommy,phone,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5708294,01:35:08.294,m,one second,0,,0,,1,second,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5711184,01:35:11.184,m,we are trying the pediatrician again,0,,0,,1,pediatrician,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
5714312,01:35:14.312,m,busy,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5716760,01:35:16.760,m,busy,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5718970,01:35:18.970,m,why?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5721350,01:35:21.350,m,that's really annoying,0,,0,,0,,,,,,1,that,,,,,,,0,1,phonebusy,,,,,,,0,0,,,,,0,1,,
5726552,01:35:26.552,m,you are gonna put the sweaters on the ball?,0,,0,,2,sweaters,ball,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,2,1,,
5736752,01:35:36.752,m,you are making it all cozy?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,0,0,,,,,0,3,,
5738996,01:35:38.996,m,mm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5739812,01:35:39.812,m,you are gonna,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5740390,01:35:40.390,m,lift the,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
5741342,01:35:41.342,m,ball look in the mirror?,0,,0,,2,ball,mirror,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
5743586,01:35:43.586,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5852624,01:37:32.624,m,ball,0,,0,,1,ball,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5853474,01:37:33.474,m,Mommy play ball?,0,,0,,2,mommy,ball,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5856840,01:37:36.840,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5859220,01:37:39.220,m,uh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5860172,01:37:40.172,m,Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5862178,01:37:42.178,m,do you want me to,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
5863062,01:37:43.62,m,throw this?,0,,0,,0,,,,,,1,this,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5864184,01:37:44.184,m,go down then,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5865510,01:37:45.510,m,go long,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5866258,01:37:46.258,m,bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5871494,01:37:51.494,m,trap,0,,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5873534,01:37:53.534,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5876356,01:37:56.356,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5879620,01:37:59.620,m,oh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5880096,01:38:00.96,m,the babies,0,,0,,1,babies,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5882680,01:38:02.680,m,oh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5885366,01:38:05.366,m,babies,0,,0,,1,babies,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5888358,01:38:08.358,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5892540,01:38:12.540,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5894750,01:38:14.750,m,trap,1,trap,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5897674,01:38:17.674,m,ready?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5899238,01:38:19.238,m,Mommy's gonna kick it to you,0,,0,,1,mommy,,,,,2,it,you,,,,,,0,2,childsballtoy,child,,,,,,1,0,,,,,1,2,,
5901550,01:38:21.550,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5904814,01:38:24.814,m,oh no babies,0,,0,,1,babies,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5909166,01:38:29.166,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5911648,01:38:31.648,m,say,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5912328,01:38:32.328,m,are you okay?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5918856,01:38:38.856,m,what happend to it bug?,0,,0,,1,bug,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,1,2,,
5924704,01:38:44.704,m,where is it?,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5926710,01:38:46.710,m,oh it's under the crib?,0,,0,,1,crib,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,1,1,,
5928104,01:38:48.104,m,again?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5929634,01:38:49.634,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5930926,01:38:50.926,m,din din crib,0,,0,,1,crib,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5942146,01:39:02.146,m,scooch,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5944152,01:39:04.152,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5951530,01:39:11.530,m,you threw the ball on my back?,0,,0,,2,ball,back,,,,2,you,my,,,,,,1,1,child,mothersback,,,,,,1,1,,,,,2,2,,
5955746,01:39:15.746,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5961118,01:39:21.118,m,head,0,,0,,1,head,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5969108,01:39:29.108,m,like this,0,,0,,0,,,,,,1,this,,,,,,,0,1,throwball,,,,,,,0,0,,,,,0,1,,
5970060,01:39:30.60,m,look,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5970536,01:39:30.536,m,let me show you,0,,0,,0,,,,,,2,me,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
5975738,01:39:35.738,m,is this the potty?,1,potty,0,,1,potty,,,,,1,this,,,,,,,0,1,potty,,,,,,,1,1,,,,,1,1,,
5979988,01:39:39.988,m,is this your potty?,0,,0,,1,potty,,,,,2,this,your,,,,,,1,1,potty,potty,,,,,,1,1,,,,,1,2,,
5984306,01:39:44.306,m,the ball,0,,0,,1,ball,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5984884,01:39:44.884,m,in the potty?,0,,0,,1,potty,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5987196,01:39:47.196,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6009908,01:40:09.908,m,where are you?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6012934,01:40:12.934,m,where is Usher?,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6015756,01:40:15.756,m,are you hiding?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6019632,01:40:19.632,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6027248,01:40:27.248,m,you want it in there,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,0,0,,,,,0,2,,
6028948,01:40:28.948,m,I don't think that's gonna fit,0,,0,,0,,,,,,2,i,that,,,,,,0,2,mother,childsballtoy,,,,,,0,0,,,,,0,2,,
6030002,01:40:30.2,m,okay?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6031124,01:40:31.124,m,I think it's too big,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,childsballtoy,,,,,,0,0,,,,,0,2,,
6032110,01:40:32.110,m,hmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6034626,01:40:34.626,m,the zipper is a little stuck,0,,0,,1,zipper,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6039250,01:40:39.250,m,mm the lining is caught in the zipper,0,,0,,2,lining,zipper,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
